Time,hydraulic.generation.weaBus.TDryBul
261000.0,0.75
261900.0,0.7250061
262800.0,0.7000122
263700.0,0.6750183
264600.0,0.6499939
265500.0,0.625
266400.0,0.6000061
267300.0,0.5890808
268200.0,0.5958252
269100.0,0.6047058
270000.0,0.6000061
270900.0,0.5734558
271800.0,0.5291748
272700.0,0.4703064
273600.0,0.3999939
274500.0,0.3046875
275400.0,0.1875
276300.0,0.0765686
277200.0,0.0
278100.0,-0.049987793
279000.0,-0.1000061
279900.0,-0.1499939
280800.0,-0.19998169
281700.0,-0.25
282600.0,-0.2999878
283500.0,-0.3500061
284400.0,-0.3999939
285300.0,-0.4203186
286200.0,-0.3874817
287100.0,-0.3109436
288000.0,-0.19998169
288900.0,-0.07498169
289800.0,0.05001831
290700.0,0.17501831
291600.0,0.3000183
292500.0,0.4250183
293400.0,0.5500183
294300.0,0.6750183
295200.0,0.8000183
296100.0,0.9746704
297000.0,1.2241211
297900.0,1.5115051
298800.0,1.8000183
299700.0,2.1105347
300600.0,2.4596558
301500.0,2.8039246
302400.0,3.100006
303300.0,3.313202
304200.0,3.4443665
305100.0,3.503357
306000.0,3.5
306900.0,3.4561768
307800.0,3.3893738
308700.0,3.302887
309600.0,3.2000122
310500.0,3.0500183
311400.0,2.8600159
312300.0,2.6900024
313200.0,2.600006
314100.0,2.595642
315000.0,2.6350098
315900.0,2.7068787
316800.0,2.8000183
317700.0,2.899994
318600.0,3.0
319500.0,3.100006
320400.0,3.2000122
321300.0,3.3000183
322200.0,3.399994
323100.0,3.5
324000.0,3.600006
324900.0,3.6296997
325800.0,3.5625
326700.0,3.4640808
327600.0,3.399994
328500.0,3.3765564
329400.0,3.3625183
330300.0,3.3671875
331200.0,3.399994
332100.0,3.5039978
333000.0,3.6772766
333900.0,3.8619385
334800.0,4.0
335700.0,4.09433
336600.0,4.1727295
337500.0,4.2147827
338400.0,4.200012
339300.0,4.136139
340200.0,4.0546875
341100.0,3.9709167
342000.0,3.899994
342900.0,3.8400574
343800.0,3.7828064
344700.0,3.734192
345600.0,3.7000122
346500.0,3.7062683
347400.0,3.75
348300.0,3.7937622
349200.0,3.8000183
350100.0,3.774994
351000.0,3.75
351900.0,3.725006
352800.0,3.7000122
353700.0,3.6703186
354600.0,3.6375122
355500.0,3.6109314
356400.0,3.600006
357300.0,3.6109314
358200.0,3.6375122
359100.0,3.6703186
360000.0,3.7000122
360900.0,3.725006
361800.0,3.75
362700.0,3.774994
363600.0,3.8000183
364500.0,3.7651062
365400.0,3.6486206
366300.0,3.5078125
367200.0,3.399994
368100.0,3.3250122
369000.0,3.2555542
369900.0,3.2083435
370800.0,3.2000122
371700.0,3.228119
372600.0,3.274994
373500.0,3.334381
374400.0,3.399994
375300.0,3.467987
376200.0,3.5395813
377100.0,3.6164246
378000.0,3.7000122
378900.0,3.8003845
379800.0,3.921875
380700.0,4.057434
381600.0,4.200012
382500.0,4.380432
383400.0,4.6040344
384300.0,4.8256226
385200.0,5.0
386100.0,5.112274
387000.0,5.180359
387900.0,5.208252
388800.0,5.200012
389700.0,5.1703186
390600.0,5.129181
391500.0,5.073456
392400.0,5.0
393300.0,4.9056396
394200.0,4.79834
395100.0,4.6918945
396000.0,4.600006
396900.0,4.5190735
397800.0,4.44751
398700.0,4.402191
399600.0,4.399994
400500.0,4.4250183
401400.0,4.450012
402300.0,4.475006
403200.0,4.5
404100.0,4.524994
405000.0,4.5500183
405900.0,4.575012
406800.0,4.600006
407700.0,4.625
408600.0,4.649994
409500.0,4.6750183
410400.0,4.700012
411300.0,4.7371216
412200.0,4.790619
413100.0,4.8488464
414000.0,4.899994
414900.0,4.928528
415800.0,4.9406433
416700.0,4.957428
417600.0,5.0
418500.0,5.0742188
419400.0,5.168762
420300.0,5.2789
421200.0,5.399994
422100.0,5.524994
423000.0,5.649994
423900.0,5.774994
424800.0,5.899994
425700.0,6.024994
426600.0,6.149994
427500.0,6.274994
428400.0,6.399994
429300.0,6.5234375
430200.0,6.637512
431100.0,6.7328186
432000.0,6.8000183
432900.0,6.850006
433800.0,6.899994
434700.0,6.950012
435600.0,7.0
436500.0,7.0500183
437400.0,7.100006
438300.0,7.149994
439200.0,7.200012
440100.0,7.276581
441000.0,7.387512
441900.0,7.5046997
442800.0,7.600006
443700.0,7.667206
444600.0,7.720825
445500.0,7.7640686
446400.0,7.8000183
447300.0,7.809387
448200.0,7.791687
449100.0,7.778137
450000.0,7.8000183
450900.0,7.881256
451800.0,8.0
452700.0,8.118744
453600.0,8.200012
454500.0,8.25
455400.0,8.300018
456300.0,8.350006
457200.0,8.399994
458100.0,8.450012
459000.0,8.5
459900.0,8.550018
460800.0,8.600006
461700.0,8.697662
462600.0,8.84375
463500.0,8.967987
464400.0,9.0
465300.0,8.90683
466200.0,8.730713
467100.0,8.514252
468000.0,8.300018
468900.0,8.073608
469800.0,7.8201904
470700.0,7.5816956
471600.0,7.399994
472500.0,7.371002
473400.0,7.486969
474300.0,7.6344604
475200.0,7.700012
476100.0,7.6824036
477000.0,7.6496277
477900.0,7.592041
478800.0,7.5
479700.0,7.383606
480600.0,7.243744
481500.0,7.0570374
482400.0,6.8000183
483300.0,6.5
484200.0,6.200012
485100.0,5.899994
486000.0,5.600006
486900.0,5.3000183
487800.0,5.0
488700.0,4.700012
489600.0,4.399994
490500.0,4.192322
491400.0,4.129547
492300.0,4.152008
493200.0,4.200012
494100.0,4.242218
495000.0,4.28833
495900.0,4.340271
496800.0,4.399994
497700.0,4.476013
498600.0,4.563385
499500.0,4.644104
500400.0,4.700012
501300.0,4.7239075
502200.0,4.7262573
503100.0,4.7154846
504000.0,4.700012
504900.0,4.675934
505800.0,4.642517
506700.0,4.6128235
507600.0,4.600006
508500.0,4.60907
509400.0,4.6325073
510300.0,4.6647034
511200.0,4.700012
512100.0,4.748596
513000.0,4.811249
513900.0,4.868286
514800.0,4.899994
515700.0,4.898926
516600.0,4.876251
517500.0,4.8404846
518400.0,4.8000183
519300.0,4.753296
520200.0,4.698761
521100.0,4.6448364
522000.0,4.600006
522900.0,4.5859375
523800.0,4.600006
524700.0,4.6140747
525600.0,4.600006
526500.0,4.553131
527400.0,4.4875183
528300.0,4.403137
529200.0,4.3000183
530100.0,4.186737
531000.0,4.068756
531900.0,3.9414062
532800.0,3.8000183
533700.0,3.649994
534600.0,3.5
535500.0,3.350006
536400.0,3.2000122
537300.0,3.0411682
538200.0,2.8764648
539100.0,2.7235413
540000.0,2.600006
540900.0,2.5202332
541800.0,2.4735413
542700.0,2.440094
543600.0,2.399994
544500.0,2.350006
545400.0,2.3000183
546300.0,2.25
547200.0,2.2000122
548100.0,2.2015686
549000.0,2.287506
549900.0,2.4296875
550800.0,2.600006
551700.0,2.7890625
552600.0,3.0125122
553500.0,3.2796936
554400.0,3.600006
555300.0,3.9771423
556200.0,4.3890686
557100.0,4.8064575
558000.0,5.200012
558900.0,5.56308
559800.0,5.9046936
560700.0,6.2189636
561600.0,6.5
562500.0,6.7085876
563400.0,6.818756
564300.0,6.8445435
565200.0,6.8000183
566100.0,6.7113647
567000.0,6.5886536
567900.0,6.4216003
568800.0,6.200012
569700.0,5.9344482
570600.0,5.6524353
571500.0,5.369232
572400.0,5.100006
573300.0,4.814728
574200.0,4.5214233
575100.0,4.2924194
576000.0,4.200012
576900.0,4.200012
577800.0,4.200012
578700.0,4.200012
579600.0,4.200012
580500.0,4.200012
581400.0,4.200012
582300.0,4.200012
583200.0,4.200012
584100.0,4.1308594
585000.0,3.9656372
585900.0,3.7675781
586800.0,3.600006
587700.0,3.4683533
588600.0,3.338562
589500.0,3.214447
590400.0,3.100006
591300.0,3.0015564
592200.0,2.9208374
593100.0,2.8547058
594000.0,2.8000183
594900.0,2.7671814
595800.0,2.754181
596700.0,2.7390747
597600.0,2.7000122
598500.0,2.6375122
599400.0,2.566681
600300.0,2.4875183
601200.0,2.399994
602100.0,2.306244
603000.0,2.2083435
603900.0,2.1062622
604800.0,2.0
605700.0,1.8820496
606600.0,1.7520752
607500.0,1.6210938
608400.0,1.5
609300.0,1.3945312
610200.0,1.3062439
611100.0,1.2398376
612000.0,1.2000122
612900.0,1.1906433
613800.0,1.2000122
614700.0,1.2093811
615600.0,1.2000122
616500.0,1.1750183
617400.0,1.1499939
618300.0,1.125
619200.0,1.1000061
620100.0,1.0750122
621000.0,1.0500183
621900.0,1.0249939
622800.0,1.0
623700.0,0.9609375
624600.0,0.9041748
625500.0,0.8453064
626400.0,0.8000183
627300.0,0.7765808
628200.0,0.7708435
629100.0,0.7796936
630000.0,0.8000183
630900.0,0.8328247
631800.0,0.8791809
632700.0,0.9359436
633600.0,1.0
634500.0,1.0775146
635400.0,1.1733398
636300.0,1.2825012
637200.0,1.3999939
638100.0,1.5362549
639000.0,1.7099915
639900.0,1.9287415
640800.0,2.2000122
641700.0,2.5516357
642600.0,2.9710693
643500.0,3.4049377
644400.0,3.8000183
645300.0,4.1531982
646200.0,4.4839478
647100.0,4.7727356
648000.0,5.0
648900.0,5.134094
649800.0,5.175934
650700.0,5.154785
651600.0,5.100006
652500.0,5.0426636
653400.0,4.967285
654300.0,4.8332825
655200.0,4.600006
656100.0,4.293976
657000.0,3.9719849
657900.0,3.6390076
658800.0,3.3000183
659700.0,2.950714
660600.0,2.5923157
661500.0,2.237732
662400.0,1.8999939
663300.0,1.6070251
664200.0,1.3687439
665100.0,1.1711121
666000.0,1.0
666900.0,0.84588623
667800.0,0.70983887
668700.0,0.5938721
669600.0,0.5
670500.0,0.42489624
671400.0,0.36517334
672300.0,0.32287598
673200.0,0.3000183
674100.0,0.3123474
675000.0,0.35375977
675900.0,0.39328003
676800.0,0.3999939
677700.0,0.3694458
678600.0,0.32183838
679500.0,0.26330566
680400.0,0.2000122
681300.0,0.10171509
682200.0,-0.031799316
683100.0,-0.14941406
684000.0,-0.19998169
684900.0,-0.16159058
685800.0,-0.06427002
686700.0,0.06518555
687600.0,0.2000122
688500.0,0.36608887
689400.0,0.56430054
690300.0,0.7303772
691200.0,0.8000183
692100.0,0.8000183
693000.0,0.8000183
693900.0,0.8000183
694800.0,0.8000183
695700.0,0.7953186
696600.0,0.7875061
697500.0,0.7859497
698400.0,0.8000183
699300.0,0.8359375
700200.0,0.8875122
701100.0,0.9453125
702000.0,1.0
702900.0,1.0500183
703800.0,1.1000061
704700.0,1.1499939
705600.0,1.2000122
706500.0,1.25
707400.0,1.3000183
708300.0,1.3500061
709200.0,1.3999939
710100.0,1.4500122
711000.0,1.5
711900.0,1.5500183
712800.0,1.6000061
713700.0,1.6343689
714600.0,1.6499939
715500.0,1.6656189
716400.0,1.7000122
717300.0,1.7562561
718200.0,1.8250122
719100.0,1.90625
720000.0,2.0
720900.0,2.100006
721800.0,2.2000122
722700.0,2.3000183
723600.0,2.399994
724500.0,2.5
725400.0,2.600006
726300.0,2.7000122
727200.0,2.8000183
728100.0,2.899994
729000.0,3.0
729900.0,3.100006
730800.0,3.2000122
731700.0,3.3132935
732600.0,3.443756
733500.0,3.577362
734400.0,3.7000122
735300.0,3.803131
736200.0,3.8875122
737100.0,3.953125
738000.0,4.0
738900.0,4.028137
739800.0,4.037506
740700.0,4.028137
741600.0,4.0
742500.0,3.9551697
743400.0,3.901245
744300.0,3.8467102
745200.0,3.8000183
746100.0,3.759552
747000.0,3.723755
747900.0,3.7011108
748800.0,3.7000122
749700.0,3.73172
750600.0,3.7887573
751500.0,3.85141
752400.0,3.899994
753300.0,3.9337463
754200.0,3.9633484
755100.0,3.986267
756000.0,4.0
756900.0,3.9984436
757800.0,3.979187
758700.0,3.9453125
759600.0,3.899994
760500.0,3.8453064
761400.0,3.7791748
762300.0,3.6984558
763200.0,3.600006
764100.0,3.4828186
765000.0,3.354187
765900.0,3.2234497
766800.0,3.100006
767700.0,2.984375
768600.0,2.875
769500.0,2.7781372
770400.0,2.7000122
771300.0,2.65625
772200.0,2.649994
773100.0,2.6687622
774000.0,2.7000122
774900.0,2.7443848
775800.0,2.8016663
776700.0,2.8581238
777600.0,2.899994
778500.0,2.9309387
779400.0,2.9525146
780300.0,2.947815
781200.0,2.899994
782100.0,2.8250122
783000.0,2.75
783900.0,2.6750183
784800.0,2.600006
785700.0,2.524994
786600.0,2.4500122
787500.0,2.375
788400.0,2.3000183
789300.0,2.2531433
790200.0,2.2416687
791100.0,2.234375
792000.0,2.2000122
792900.0,2.1296997
793800.0,2.0458374
794700.0,1.9640808
795600.0,1.8999939
796500.0,1.8500061
797400.0,1.8000183
798300.0,1.75
799200.0,1.7000122
800100.0,1.6499939
801000.0,1.6000061
801900.0,1.5500183
802800.0,1.5
803700.0,1.4359436
804600.0,1.354187
805500.0,1.2703247
806400.0,1.2000122
807300.0,1.1593933
808200.0,1.1583252
809100.0,1.203125
810000.0,1.3000183
810900.0,1.4320374
811800.0,1.5770874
812700.0,1.7336121
813600.0,1.8999939
814500.0,2.0742188
815400.0,2.2520752
816300.0,2.4289246
817200.0,2.600006
818100.0,2.761261
819000.0,2.91333
819900.0,3.0587463
820800.0,3.2000122
821700.0,3.3287659
822600.0,3.436676
823500.0,3.526245
824400.0,3.600006
825300.0,3.6458435
826200.0,3.655548
827100.0,3.6375122
828000.0,3.600006
828900.0,3.5429688
829800.0,3.4590454
830700.0,3.345581
831600.0,3.2000122
832500.0,2.9945374
833400.0,2.7395935
834300.0,2.4898376
835200.0,2.3000183
836100.0,2.162506
837000.0,2.0333252
837900.0,1.9125061
838800.0,1.8000183
839700.0,1.6906433
840600.0,1.5833435
841500.0,1.484375
842400.0,1.3999939
843300.0,1.3340759
844200.0,1.2825012
845100.0,1.239685
846000.0,1.2000122
846900.0,1.1736145
847800.0,1.1612549
848700.0,1.14328
849600.0,1.1000061
850500.0,1.0193481
851400.0,0.9140625
852300.0,0.8017578
853200.0,0.7000122
854100.0,0.59277344
855000.0,0.4797058
855900.0,0.40176392
856800.0,0.3999939
857700.0,0.4500122
858600.0,0.5
859500.0,0.5500183
860400.0,0.6000061
861300.0,0.6499939
862200.0,0.7000122
863100.0,0.75
864000.0,0.8000183
864900.0,0.8218689
865800.0,0.8000183
866700.0,0.7531433
867600.0,0.7000122
868500.0,0.6425781
869400.0,0.5718689
870300.0,0.49023438
871200.0,0.3999939
872100.0,0.29852295
873000.0,0.17312622
873900.0,0.011169434
874800.0,-0.19998169
875700.0,-0.4718628
876600.0,-0.78500366
877500.0,-1.1056213
878400.0,-1.3999939
879300.0,-1.6706238
880200.0,-1.9349976
881100.0,-2.1818542
882000.0,-2.399994
882900.0,-2.5834656
883800.0,-2.7392883
884700.0,-2.8754272
885600.0,-3.0
886500.0,-3.1160583
887400.0,-3.2214355
888300.0,-3.3160706
889200.0,-3.399994
890100.0,-3.4609985
891000.0,-3.4924011
891900.0,-3.5026245
892800.0,-3.5
893700.0,-3.4703064
894600.0,-3.3937378
895500.0,-3.2702942
896400.0,-3.100006
897300.0,-2.8661804
898200.0,-2.5619507
899100.0,-2.2017212
900000.0,-1.7999878
900900.0,-1.3348999
901800.0,-0.81073
902700.0,-0.28118896
903600.0,0.2000122
904500.0,0.63827515
905400.0,1.0295715
906300.0,1.3060913
907200.0,1.3999939
908100.0,1.3533325
909000.0,1.2622375
909900.0,1.1400146
910800.0,1.0
911700.0,0.8562622
912600.0,0.7111206
913500.0,0.5604248
914400.0,0.3999939
915300.0,0.2234497
916200.0,0.029174805
917100.0,-0.1796875
918000.0,-0.3999939
918900.0,-0.6671753
919800.0,-0.9874878
920700.0,-1.3140564
921600.0,-1.6000061
922500.0,-1.8312378
923400.0,-2.0166626
924300.0,-2.1437378
925200.0,-2.1999817
926100.0,-2.1987305
927000.0,-2.16333
927900.0,-2.0962524
928800.0,-2.0
929700.0,-1.88031
930600.0,-1.7491455
931500.0,-1.6184387
932400.0,-1.5
933300.0,-1.3781128
934200.0,-1.2583313
935100.0,-1.1843567
936000.0,-1.1999817
936900.0,-1.2749939
937800.0,-1.3500061
938700.0,-1.4249878
939600.0,-1.5
940500.0,-1.5749817
941400.0,-1.6499939
942300.0,-1.7250061
943200.0,-1.7999878
944100.0,-1.8140564
945000.0,-1.7624817
945900.0,-1.7296753
946800.0,-1.7999878
947700.0,-1.9499817
948600.0,-2.100006
949500.0,-2.25
950400.0,-2.399994
951300.0,-2.5499878
952200.0,-2.6999817
953100.0,-2.850006
954000.0,-3.0
954900.0,-3.11615
955800.0,-3.1680603
956700.0,-3.1609192
957600.0,-3.100006
958500.0,-2.9857178
959400.0,-2.822998
960300.0,-2.6238098
961200.0,-2.399994
962100.0,-2.1365967
963000.0,-1.8381042
963900.0,-1.5455322
964800.0,-1.2999878
965700.0,-1.1080322
966600.0,-0.95474243
967500.0,-0.8490906
968400.0,-0.7999878
969300.0,-0.78604126
970200.0,-0.78063965
971100.0,-0.7849121
972000.0,-0.7999878
972900.0,-0.8203125
973800.0,-0.8416748
974700.0,-0.8671875
975600.0,-0.8999939
976500.0,-0.94451904
977400.0,-0.9979248
978300.0,-1.0523376
979200.0,-1.1000061
980100.0,-1.1374817
981000.0,-1.1666565
981900.0,-1.1875
982800.0,-1.1999817
983700.0,-1.1984253
984600.0,-1.1791687
985500.0,-1.1452942
986400.0,-1.1000061
987300.0,-1.0296936
988200.0,-0.9375
989100.0,-0.8515625
990000.0,-0.7999878
990900.0,-0.7749939
991800.0,-0.75
992700.0,-0.7250061
993600.0,-0.6999817
994500.0,-0.6749878
995400.0,-0.6499939
996300.0,-0.625
997200.0,-0.6000061
998100.0,-0.5827942
999000.0,-0.5791626
999900.0,-0.5859375
1000800.0,-0.6000061
1001700.0,-0.640625
1002600.0,-0.708313
1003500.0,-0.7718811
1004400.0,-0.7999878
1005300.0,-0.7999878
1006200.0,-0.7999878
1007100.0,-0.7999878
1008000.0,-0.7999878
1008900.0,-0.7999878
1009800.0,-0.7999878
1010700.0,-0.7999878
1011600.0,-0.7999878
1012500.0,-0.8562317
1013400.0,-0.9833374
1014300.0,-1.1187439
1015200.0,-1.1999817
1016100.0,-1.2250061
1017000.0,-1.2333374
1017900.0,-1.2250061
1018800.0,-1.1999817
1019700.0,-1.1556091
1020600.0,-1.0983276
1021500.0,-1.0418701
1022400.0,-1.0
1023300.0,-0.9760742
1024200.0,-0.96624756
1025100.0,-0.9732666
1026000.0,-1.0
1026900.0,-1.046875
1027800.0,-1.1124878
1028700.0,-1.1968689
1029600.0,-1.2999878
1030500.0,-1.4203186
1031400.0,-1.5499878
1032300.0,-1.6796875
1033200.0,-1.7999878
1034100.0,-1.9039001
1035000.0,-1.9979248
1035900.0,-2.0929565
1036800.0,-2.1999817
1037700.0,-2.3359375
1038600.0,-2.495819
1039500.0,-2.6578064
1040400.0,-2.7999878
1041300.0,-2.9234314
1042200.0,-3.037506
1043100.0,-3.1328125
1044000.0,-3.1999817
1044900.0,-3.25
1045800.0,-3.2999878
1046700.0,-3.350006
1047600.0,-3.399994
1048500.0,-3.4499817
1049400.0,-3.5
1050300.0,-3.5499878
1051200.0,-3.600006
1052100.0,-3.649994
1053000.0,-3.6999817
1053900.0,-3.75
1054800.0,-3.7999878
1055700.0,-3.8156128
1056600.0,-3.774994
1057500.0,-3.696869
1058400.0,-3.600006
1059300.0,-3.5
1060200.0,-3.399994
1061100.0,-3.2999878
1062000.0,-3.1999817
1062900.0,-3.0953064
1063800.0,-2.9874878
1064700.0,-2.8859253
1065600.0,-2.7999878
1066500.0,-2.725006
1067400.0,-2.649994
1068300.0,-2.5749817
1069200.0,-2.5
1070100.0,-2.4249878
1071000.0,-2.350006
1071900.0,-2.274994
1072800.0,-2.1999817
1073700.0,-2.1289062
1074600.0,-2.068756
1075500.0,-2.0242004
1076400.0,-2.0
1077300.0,-2.0003967
1078200.0,-2.021881
1079100.0,-2.0574036
1080000.0,-2.100006
1080900.0,-2.1480408
1081800.0,-2.2010498
1082700.0,-2.2535095
1083600.0,-2.2999878
1084500.0,-2.3390503
1085400.0,-2.370819
1086300.0,-2.3921814
1087200.0,-2.399994
1088100.0,-2.3859253
1089000.0,-2.3541565
1089900.0,-2.3203125
1090800.0,-2.2999878
1091700.0,-2.2937317
1092600.0,-2.2916565
1093500.0,-2.2937317
1094400.0,-2.2999878
1095300.0,-2.3249817
1096200.0,-2.3666687
1097100.0,-2.399994
1098000.0,-2.399994
1098900.0,-2.375
1099800.0,-2.350006
1100700.0,-2.3249817
1101600.0,-2.2999878
1102500.0,-2.2702942
1103400.0,-2.2374878
1104300.0,-2.2109375
1105200.0,-2.1999817
1106100.0,-2.1999817
1107000.0,-2.1999817
1107900.0,-2.1999817
1108800.0,-2.1999817
1109700.0,-2.1999817
1110600.0,-2.1999817
1111500.0,-2.1999817
1112400.0,-2.1999817
1113300.0,-2.1999817
1114200.0,-2.1999817
1115100.0,-2.1999817
1116000.0,-2.1999817
1116900.0,-2.2085876
1117800.0,-2.2312317
1118700.0,-2.2632751
1119600.0,-2.2999878
1120500.0,-2.3476562
1121400.0,-2.40625
1122300.0,-2.4617004
1123200.0,-2.5
1124100.0,-2.524994
1125000.0,-2.5499878
1125900.0,-2.5749817
1126800.0,-2.600006
1127700.0,-2.625
1128600.0,-2.649994
1129500.0,-2.6749878
1130400.0,-2.6999817
1131300.0,-2.75
1132200.0,-2.833313
1133100.0,-2.9249878
1134000.0,-3.0
1134900.0,-3.0570374
1135800.0,-3.1104126
1136700.0,-3.1585999
1137600.0,-3.1999817
1138500.0,-3.2367249
1139400.0,-3.2687378
1140300.0,-3.2914124
1141200.0,-3.2999878
1142100.0,-3.2999878
1143000.0,-3.2999878
1143900.0,-3.2999878
1144800.0,-3.2999878
1145700.0,-3.2999878
1146600.0,-3.2999878
1147500.0,-3.2999878
1148400.0,-3.2999878
1149300.0,-3.2937317
1150200.0,-3.274994
1151100.0,-3.243744
1152000.0,-3.1999817
1152900.0,-3.149994
1153800.0,-3.100006
1154700.0,-3.0499878
1155600.0,-3.0
1156500.0,-2.9453125
1157400.0,-2.8874817
1158300.0,-2.8359375
1159200.0,-2.7999878
1160100.0,-2.7859192
1161000.0,-2.787506
1161900.0,-2.7953186
1162800.0,-2.7999878
1163700.0,-2.7999878
1164600.0,-2.7999878
1165500.0,-2.7999878
1166400.0,-2.7999878
1167300.0,-2.7687378
1168200.0,-2.6999817
1169100.0,-2.631256
1170000.0,-2.600006
1170900.0,-2.614441
1171800.0,-2.646881
1172700.0,-2.6808472
1173600.0,-2.6999817
1174500.0,-2.7011719
1175400.0,-2.696869
1176300.0,-2.6941223
1177200.0,-2.6999817
1178100.0,-2.7167969
1179000.0,-2.740631
1179900.0,-2.7691345
1180800.0,-2.7999878
1181700.0,-2.8535156
1182600.0,-2.928131
1183500.0,-2.988678
1184400.0,-3.0
1185300.0,-2.975006
1186200.0,-2.9499817
1187100.0,-2.9249878
1188000.0,-2.899994
1188900.0,-2.8726501
1189800.0,-2.84375
1190700.0,-2.8179626
1191600.0,-2.7999878
1192500.0,-2.7929688
1193400.0,-2.7937317
1194300.0,-2.797638
1195200.0,-2.7999878
1196100.0,-2.797638
1197000.0,-2.7937317
1197900.0,-2.7929688
1198800.0,-2.7999878
1199700.0,-2.8179626
1200600.0,-2.84375
1201500.0,-2.8726501
1202400.0,-2.899994
1203300.0,-2.9249878
1204200.0,-2.9499817
1205100.0,-2.975006
1206000.0,-3.0
1206900.0,-3.040619
1207800.0,-3.100006
1208700.0,-3.1593628
1209600.0,-3.1999817
1210500.0,-3.225006
1211400.0,-3.25
1212300.0,-3.274994
1213200.0,-3.2999878
1214100.0,-3.3296814
1215000.0,-3.3624878
1215900.0,-3.3890686
1216800.0,-3.399994
1217700.0,-3.399994
1218600.0,-3.399994
1219500.0,-3.399994
1220400.0,-3.399994
1221300.0,-3.399994
1222200.0,-3.399994
1223100.0,-3.399994
1224000.0,-3.399994
1224900.0,-3.413269
1225800.0,-3.443756
1226700.0,-3.4773254
1227600.0,-3.5
1228500.0,-3.5085754
1229400.0,-3.5104065
1230300.0,-3.507019
1231200.0,-3.5
1232100.0,-3.493744
1233000.0,-3.4833374
1233900.0,-3.4562378
1234800.0,-3.399994
1235700.0,-3.3249817
1236600.0,-3.25
1237500.0,-3.1749878
1238400.0,-3.100006
1239300.0,-3.024994
1240200.0,-2.9499817
1241100.0,-2.875
1242000.0,-2.7999878
1242900.0,-2.725006
1243800.0,-2.649994
1244700.0,-2.5749817
1245600.0,-2.5
1246500.0,-2.399994
1247400.0,-2.2666626
1248300.0,-2.125
1249200.0,-2.0
1250100.0,-1.8968811
1251000.0,-1.7999878
1251900.0,-1.703125
1252800.0,-1.6000061
1253700.0,-1.4796753
1254600.0,-1.3458252
1255500.0,-1.2140503
1256400.0,-1.1000061
1257300.0,-1.0078125
1258200.0,-0.9291687
1259100.0,-0.8609314
1260000.0,-0.7999878
1260900.0,-0.7406311
1261800.0,-0.6833191
1262700.0,-0.6343689
1263600.0,-0.6000061
1264500.0,-0.5749817
1265400.0,-0.5499878
1266300.0,-0.5249939
1267200.0,-0.5
1268100.0,-0.4750061
1269000.0,-0.4499817
1269900.0,-0.4249878
1270800.0,-0.3999939
1271700.0,-0.375
1272600.0,-0.3500061
1273500.0,-0.3249817
1274400.0,-0.2999878
1275300.0,-0.32455444
1276200.0,-0.4321289
1277100.0,-0.59866333
1278000.0,-0.7999878
1278900.0,-1.0200806
1279800.0,-1.2511902
1280700.0,-1.4816895
1281600.0,-1.6999817
1282500.0,-1.9093628
1283400.0,-2.1166687
1284300.0,-2.3156128
1285200.0,-2.5
1286100.0,-2.6671753
1287000.0,-2.8208313
1287900.0,-2.9640503
1288800.0,-3.100006
1289700.0,-3.2312317
1290600.0,-3.3583374
1291500.0,-3.4812317
1292400.0,-3.600006
1293300.0,-3.7140503
1294200.0,-3.8208313
